Title,Ingredients,Loves,food_id,tipe,not include
Bakwan udang,"udang,  kupas cuci bersih,   bawang putih,   kencur,   kunyit,   masako,   tepung beras,   tepung terigu,   ketumbar bubuk,",4,12561,bawang putih,8
Buttered Shrimp (Udang masak butter),"udang segar,   kepalanya,  cuci bersih,  dan belah punggungnya,    unsalted butter ,   bawang putih digeprek dan cincang,  minyak canola,  garam,   perasan jeruk nipis,",2,12562,"jeruk, bawang putih",7
Udang saus mentega,"udang ,  bawang putih,  bombay,  bawang merah ,   saos tiram,   kecap inggris,   saos tomat,  kecap manis,  garam,  gula,  lada hitam,  pre ,  lain , tahu putih goreng ,",10,12563,"tomat, bawang merah, bawang putih, tahu",10
Udang saus padang,"udang,   cabai merah,   cabai rawit merah,   bawang merah,   bawang putih,  daun bawang,   bawang bombai,  daun kol,   garam,   gula,   merica,   telur,  sendok maizena,  air,   saus tiram,   kecap,  sachet kecil saos tomat,",2,12564,"telur, cabai, tomat, daun bawang, kol, bawang merah, bawang putih",9
Somay udang,"udang, tepung maizena, kulit somay, bawang putih, merica, garam, daun bawang  kecilkecil,",1,12565,"daun bawang, bawang putih",5
Udang goreng selimut,"udang ukuran sedang,   telur,   tepung terigu, garam secukup nya, minyak secukup nya,",4,12566,telur,4
Udang Bakar Madu,"udang pancet,   jeruk nipis,  margarin,  marinade,   bawang putih,  haluskan,   madu,   kecap manis,   saos tiram,   saus tomat ,  garam  lada bubuk,",16,12567,"jeruk, tomat, bawang putih",8
Bakwan udang sayuran," ,  udang bersihkan,  bonggol kol,   wortel diserut,   jagung diperet,   daun bawang,   tepung bakwan,   tepung terigu,   telur, lada halus, secukup ny garam, minyak untuk menggoreng,",1,12568,"telur, daun bawang, kol, wortel, jagung",7
Tumis pare udang,"ons pare yg sudah dipotong,  ons udang sedang yg sudah  kulitnya,   bawang putih diiris,   bawang bombai ,   cabe rawit diiris tipis,   gula,   garam,   penyedap makanan bila suka,   minyak sayur,",30,12569,"pare, bawang putih",7
Tumis Brokoli Udang,"brokoli hijau, udang, bawang putih, bawang bombay, cabe merah, garam, lada, gula,",28,12570,"bawang bombay, kol, bawang putih, brokoli",5
Udang saus asam manis,"udang,   bawang putih besar,  bj cabe merah besar,   jeruk nipis,   saos tiram,   gula,   garam,   merica,   lada hitam,   saos tomat,   tepung maizena larutkan dengan air,   daun bawang cincang,  air putih,",2,12571,"jeruk, tomat, daun bawang, bawang putih",9
Udang masak kecap,"udang ukiran sedang,  kecap manis,  kecap ikan, bawang bombay ,   bawang putih cincang,  daun bawang, margarin , garam, gula pasir, lada, penyedap,",7,12572,"bawang bombay, daun bawang, bawang putih",8
Udang bakar kecap,"udang besar,  jeruk nipis,  halus,  bawang bombay,   bawang putih,    jahe ,   saos tiram,   saos tomat,   minyak wijen,   kecap manis,   totole,   merica bubuk,   gula pasir,   mentega cair,   daun jeruk ,",6,12573,"jeruk, tomat, bawang bombay, bawang putih, jahe",9
Dimsum ayam udang simpel tapi tetep enak,"ayam giling ,   udang ,   bawang bombay kecil ,   daun bawang ,   gula,   garam,   lada,   kaldu jamur,   saos tiram,   minyak wijen ,   telur ayam ukuran besar ,   tepung sagu tani,   terigu,   meizena, kulit pangsit ,  kalau saya pakai merk aa atau ss,   wortel kecil ,",16,12574,"telur, bawang bombay, daun bawang, wortel",13
Udang saus madu,"udang, bawang putih, bawang merah, bombay, saus sambal, saus tomat, madu,",5,12575,"tomat, bawang merah, bawang putih",4
Udang basil pedas,"udang,   kulit dan sisakan bagian kulit ekornya, daun basil ,  petiki daunnya, ,   paprika uk kecil ,  sesuai selera,   belimbing wuluh,   sesuai selera,   sereh,  geprek, gula,  garam,  penyedap sckupnya,   air, minyak utk menumis,   halus ,   bawang merah,   bawang putih,  btr kemiri,  cm kunyit,   cabe merah kriting,  lada bubuk,",45,12576,"paprika, bawang merah, bawang putih",20
Orek tempe udang kecap,"papan tempe ,  goreng  matang,   bawang merah, ,   bawang putih, ,   cabe merah keriting, ,   lada, ,   kemiri, , secukup nya optional,  cabe rawit jawa jika suka pedas, secukup nya minyak utk menumis, secukup nya kecap manis, , sesuai selera garam,  gula,  kaldu bubuk,   daun salam, ,   daun jeruk, ,   sereh,  digeprek,   udang basah, ,",57,12577,"jeruk, tempe, bawang merah, bawang putih",24
Tauco udang pedasss,"udang, jeruk nipis,   kacang panjang,  garam,   tauco,  cc santan,   daun salam, minyak utk menumis,  gula,  ,   bawang putih,   bawang merah,  biji cabe merah,  biji hijau,   jahe,   tomat,",12,12578,"jeruk, tomat, bawang merah, bawang putih, jahe",11
Udang + tempe balado,"udang,   tempe, sesuai selera cabai merah giling,  cabai rawit,  bawang merah,  bawang putih,   rampai,   daun salam,  daun jeruk, sesuai selera garam, sesuai selera gula,  air,",2,12579,"cabai, jeruk, tempe, bawang merah, bawang putih",6
Tumis Udang Cabe Ijo,"udang,   tomat hijau,   cabe hijau besar,   bawang bombay,   bawang putih,  pete,   kecap manis,  garam,  lada bubuk,",9,12580,"tomat, bawang bombay, bawang putih",6
Udang saos telur asin,"udang,  kuning telur asin matang haluskan,   bawang putih, bawang bombay, daun bawang,  biji cabe rawit, jeruk nipis, minyak goreng, penyedap rasa, garam,",7,12581,"telur, jeruk, bawang bombay, daun bawang, bawang putih",5
Udang Saus Tiram,"udang,   kentang ,   bawang merah ,   bawang putih ,   cabe rawit hijau ,   cabe rawit merah ,   cabe merah besar,   daun bawang,   daun jeruk,   tomat, sesuai selera saori saus tiram,  lengkuas giling,  saos tomat,  kecap manis,  air,  lada,  gula,  garam, minyak utk menggoreng, cuka utk mencuci udang,",10,12582,"lengkuas, jeruk, kentang, tomat, daun bawang, bawang merah, bawang putih",12
Sate udang kremes,"udang ukuran sedang  kepala dancuci bersih,  tusuk sate,  tepung ,  sdk tepung  pedas,  sdk tepung beras,  daun jeruk  tipis,  telur,   air,  sdk teh garam,  sdkteh penyedap,  marinase perendam ,   bawang putih,   kunyit,  sdk ketumbar,  sdk makan garam,  air,",7,12583,"telur, jeruk, bawang putih",13
Tempe udang balado tanpa msg(pr_recookmasakanawalanT),"tempe,   udang,  ons cabe,   tomat,   bawang merah,   bawang putih,  garam,  gula,  minyak,",2,12584,"tempe, tomat, bawang merah, bawang putih",5
Udang Crispy,"udang ,   tepung beras,   tepung terigu ,   garam,   kaldu bubuk,   ketumbar bubuk,   merica bubuk,  air,",6,12585,0,8
Balado udang + telur puyuh,"udang,   telur puyuh kupas,  jeruk nipis,  garam,  gula,  penyedap rasa,  air, minyak goreng,  halus ,   cabai merah,   cabai rawit ,   bawang merah keriting,   bawang putih,   tomat,",1,12586,"telur, cabai, jeruk, tomat, bawang merah, bawang putih",7
Dimsum siomay udang ayam,"ayam giling,   udang kupas cincang kasar,   sagu tapioka tani,   wortel ,   bangkuang kecil cincang,  bawang bombay kecil cincang,   daun bawang  tipis, kulit pangsit beli jadi,  ,   minyak wijen,   saus tiram,   kecap asin sesuai selera,   gula pasir,",109,12587,"bawang bombay, daun bawang, wortel",10
Orek tahu tempe udang,"udang ukuran sedang ,   tempe ,   tahu ,   bawang putih,  suung bawang merah ,   tomat ukuran kecil,   cabai merah keriting,   cabai setan,   jeruk nipis,  sendok makan minyak goreng,  sendok makan air,  garam,  gula, jika suka penyedap rasa,",0,12588,"cabai, jeruk, tempe, tomat, bawang merah, bawang putih, tahu",6
Udang mengilap,"udang besar, garam,   bawang putih, minyak untuk menggoreng,   bawang bombay kecilsedang,  sendok saus tiram,",15,12589,"bawang bombay, bawang putih",4
Udang tempura," a ,   udang ukuran sedang,   bawang putih,   masako,   garam,  b , tepung terigu,  c ,   tepung terigu,   bawang putih ,   masako,   garam,   merica bubuk,   telur,  air,  d , tepung roti,",3,12590,"telur, bawang putih",14
Tumis Udang Buncis Sederhana,"bawang putih  tipis,   bawang merah  tipis,   udang yang telah dikuliti,   buncis  serong, sedikit bihun,   cabe keriting  tipis,   cabe rawit  tipis,   tomat  tipis, gulapenyedap rasa, garam,",7,12591,"tomat, bawang merah, bawang putih",7
Tumis kecipir udang,"udang,  bersihkan,  goreng, terong panjang unguhijau,   dan goreng,  kecipir,  ,  bawang merah,  bawang putih,   tomat kecil,  gula,  garam,  penyedap,",1,12592,"terong, tomat, pir, bawang merah, bawang putih",8
Sambal Udang Kentang,"kentang ,  ,   udang segar,  bersihkan,  beri perasan jeruk nipis,    laos geprek,   daun salam,  garam,  gula,  merica bubuk,  penyedap rasa,  halus,   cabai merah keriting,   cabai rawit hijau atau  cabai setan,   bawang merah,   bawang putih,   tomat ukuran sedang,",9,12593,"cabai, jeruk, kentang, tomat, bawang merah, bawang putih",10
Udang Tempura Praktis,"udang,   tepung ,  tepung panir,  air,  garam,   lemon,",15,12594,lemon,5
Udang balado patai,"udang putih,  biji petai,   cabe keriting merah,   bawang merah,   tomat,",8,12595,"tomat, bawang merah",3
Udang saus tiram pedas,"udang kupas,   bawang putih, ,  siyng bawang merah, ,   cabe rawit merah,  ,   daun bawang,  rajang,   saus tiram,   kecap manis,   saus cabe,   air jeruk nipis, garam,  lada,",26,12596,"jeruk, daun bawang, bawang merah, bawang putih",11
Udang Balado,"udang,  bawang putih,  bawang merah,  cabe merah kriting,  cabe rawit,   tomat,  penyedap rasa,   gula pasir,  air,",8,12597,"tomat, bawang merah, bawang putih",6
Bihun jagung udang,"bihun jagung kemasan kecil,   udang  kulitnya,   cabe merah  serong, cabe rawit sesuai selera  kecil,  halus,   bawang merah,   bawang putih, sesuai selera royco,  kecap manis,  garam, mrica bubukseckupnya dan,",5,12598,"bawang merah, bawang putih, jagung",8
Tumis kangkung Udang,"kangkung , udang , cabe  , bawang merahputih , lada bubuk ,  penyedap rasa,  gula,  garam,",1,12599,"bawang merah, kangkung",6
Tumis Udang,"udang,  cabe merahkeriting ,  bawang putih,  bawang merah,  daun bawang,  daun salem,  lengkuas,  garam, penyedap ,  air, minyak goreng,",3,12600,"lengkuas, daun bawang, bawang merah, bawang putih",7
Udang Mayonnaise,"udang ukuran besar,   merica bubuk,   garam,   bawang putih cacah halus,   air perasan jeruk lemon,   telor kocok lepas,   tepung terigu,   tepung maizena,  minyak goreng,  saus mayonnaise,   mayonnaise,   susuk kental manis,   garam,   air perasan jeruk lemon,",3,12601,"jeruk, bawang putih, lemon",11
Udang asam manis,"udang, saos tiram,   cabe hijau, daun bawang, garam, kecap,  minyak,  yg dihaluskan,   bawang merah,   bawang putih,   cabe merah,   tomat,",26,12602,"tomat, daun bawang, bawang merah, bawang putih",8
Udang saos padang,"kurang lebih   udang ukuran agak kecil,   telur ,  lmbr daun jeruk,  lmbr daun salam,   saos tiram,   kecap manis,   saos sambal , gula, garam, penyedap, minyak untuk menumis,   air putih,  halus ,   bawang merah,   bawang putih,   kemiri,  cm jahe,   cabe keriting,   cabe rawit ,",46,12603,"telur, jeruk, bawang merah, bawang putih, jahe",14
Sambal goreng udang petai,"udang,   kentang,  papan petai,  btr cabe keriting,  btr cabe hijau besar,   tomat,   bawang merah,   saos tiram,  lmbr daun jeruk,  ptg kecil lengkuas,   kecap manis,  garam, gula,",0,12604,"lengkuas, jeruk, kentang, tomat, bawang merah",8
Ampal jagung udang,"udang kupas,   kelapa parut   dari biji kelapa,   telur, daun seledri,  biji jagung,  parut  blender, ,  yang dihaluskan,   bawang merah,   bawang putih, sedikit asam jawa,   garam,  penyedap rasa,",9,12605,"telur, bawang merah, bawang putih, jagung, kelapa",8
Udang Goreng Sajiku,"udang segar,  sashet tepung sajiku crispy,   telur,",2,12606,telur,2
"Bakso auw(ayam, udang, wortel)","ayam dada,  ons udang kupas,  bj wortel parut,   saos tiram, daun bawang,  bawang merah goreng,   garam,   gula,   lada bubuk,  btr telur,   tepung sagu,   tepung terigu,  halus,   bawang merah,   bawang putih,",36,12607,"telur, daun bawang, bawang merah, wortel, bawang putih",9
"Siomay auw(ayam, udang, wortel)","ayam dada, i ons udang kupas,  bj wortel parut ,   kulit pangsit, daun bawang,   tepung sagu,  bj bawang bombay yg kecil,  sendok saos tiram,   garam,   gula,   lada bubuk,  btr telur,  halus ,   bawang merah,   bawang putih,",8,12608,"telur, bawang bombay, daun bawang, bawang merah, wortel, bawang putih",9
Sambal goreng kentang udang,"kentang kupas,   dadu,   udang,  bersihkan,   kepalanya,   daun salam,   daun jeruk, garam,  gula pasir,  kaldu bubuk, air,  minyak goreng,  sachet  balado desaku,   halus ,   bawang putih,   bawang merah,   cabe merah tanjung,   cabe rawit merah,  kotak terasi abc,   kemiri sangrai,   tomat,",38,12609,"jeruk, kentang, tomat, bawang merah, bawang putih",16
Udang Manis,"udang ayam,   bawang merah,   bawang putih, asam jawa secukupny, garam, kecap manis , minyak tuk menumis,",6,12610,"bawang merah, bawang putih",5
287. Ca Kangkung Udang,"kangkung,  siangi,  pisahkan tangkai dan daunnya,   udang,  bersihkan kepalanya, ,   bawang bombay ukuran kecil,   tipis,   bawang putih,  cincang halus,   cabe merah,   serong tipis,  biji cabe rawit,   kecil,   saus tiram,   tomat,   dadu jadi ,   garam halus,  st gula pasir,   merica bubuk,   terasi masak,   minyak sayur untuk menumis ,",28,12611,"tomat, bawang bombay, bawang putih, kangkung",18
Nasi Goreng Udang,"piring nasi putih dingin,   udang ukuran kecil,   baso sapi,   ,   telur,  orak arik,   daun bawang,   tipis,   kecap ikan,   kecap asin,  garam,  kecap manis  royco,  halus,   bawang merah,   bawang putih,   cabe merah keriting,   cabe rawit merah,   kencur,  terasi sachet abc,  bakar,",13,12612,"sapi, telur, daun bawang, pir, bawang merah, bawang putih, nasi putih",14
"Sambal Gami Udang Khas Bontang,Kalimantan Timur","udang,  kepala, cuci, sisihkan,  yg di ulek ,   cabe rawit keriting,   cabe rawit ,   bawang merah,   bawang putih,   terasi,   gula merah, tambahkan ,  garam dan gulapasir, penyedap rasa ,  minyak goreng utk menumis,  yg dipotong ,   tomat besar,   bawang merah, siapkan , cobek gerabahtanah liat,",7,12613,"tomat, bawang merah, bawang putih",16
Bakwan jagung sayuran udang,"taoge,   wortel  dadu kecil,   jagung disisir,   buncis  tipis,   kembang kol  brokoliambil bunganya  halus,   daun bawang  halus, sedikit kol  tipis,   udang besar kupas  kecil,   telur,   terigu,  air, minyak goreng untuk menggoreng,  yg dihaluskan ,   lada,   bawang putih,   kemiri,  garam,",3,12614,"kembang kol, telur, daun bawang, kol, wortel, bawang putih, jagung, brokoli",10
Bakwan udang,"udang kecil bersihkan,   tepung beras,   sagu,   munjung terigu,  air, daun bawang  sesuai selera, daun jeruk  sesuai selera, , sesuai selera cabe merah, sesuai selera bawang merah, sesuai selera bawang putih,  kemiri,  kunyit,  kencur,  ketumbar,   royco ayam,",6,12615,"jeruk, daun bawang, bawang merah, bawang putih",12
Goreng udang guriiiih,"udang  kepala,   minyak sayur,   bawang putih, sejumput garam,",9,12616,bawang putih,3
Sambal Goreng Udang Kentang,"udang,   kentang uk besar,   bawang merah,   bawang putih,   cabe merah  cabe rawit , bila suka daun bawang  petai,   tomat,  gula dan garam,",7,12617,"kentang, tomat, daun bawang, bawang merah, bawang putih",3
Udang goreng tepung,"udang uk besar,   bawang putih, garam, tepung terigu serbaguna,   telur,  tepung maizena,",6,12618,"telur, bawang putih",4
Udang telur asin,"udang ukuran sedang,   telur asin mentah ambil kuningnya aja,   bawang putih,   cabe kriting, daun bawang,  sendok mkn saus tiram,  tepung mezena,  gula,  merica bubuk, margarin untuk menumis, minyak goreng,",2,12619,"telur, daun bawang, bawang putih",8
Udang cumi pedes,"cabai rawit merah,   tomat ukuran sedang,   bawang putih,   terasi bakar,   udang,  dikupas kulitnya,   cumi,   cincin,  garam,  merica,  kaldu jamur bubuk,",5,12620,"cabai, tomat, bawang putih",8
Udang mentega,"udang tanpa kepala, ,   blue band,  btr bawang putih geprek cincang,   bawang bombay uk sedang,  cincang,  garam,",5,12621,"bawang bombay, bawang putih",5
Sate Udang Tempura,",   udang ukuran besar,  pelapis , , air,   tepung serbaguna,  pelengkap , saus sambal, saus tomat,",4,12622,tomat,8
Siomay Ayam Udang,"paha ayam,   udang,  kulit pangsit basah ,   tepung maizena,   tepung bakwan ,   daun bawang,   jamur kuping ,   wortel ,   telur ,   saus tiram,   garam,   gula,   kecap asin,   ladaku,   bon cabe level ,  halus,   bawang merah,   bawang putih,",45,12623,"paha ayam, telur, daun bawang, bawang merah, wortel, bawang putih",12
Tumis udang cabe ijo super pedes nampol,"udang, tahu, cabe kriting ijo, cabe rawit ijo, garam, kecap, saori saos tiram, air, tepung  sasa hot n spicy, bawang putih, bawang merah,",5,12624,"bawang merah, bawang putih, tahu",8
Gimbal udang,"udang,  tepung beras,  air,  halus ,  bj bawang putih,   tumbar, sedikit jinten,  garam,  motto,",11,12625,bawang putih,8
Udang saus Padang Extra Pedas😬,"udang,   bawang putih ,   cabai merah keriting ,   cabai rawit merah ,   bawang bombai ,   daun jeruk,   daun salam,   jahe geprek, minyak untuk menumis,  air,  gula,  garam,  royco sapi,   lada,   saus tiram,",69,12626,"sapi, cabai, jeruk, bawang putih, jahe",9
Udang goreng rempah,"udang ,   minyak kelapa,   daun thyme,   daun oregano,   basil,   lemon,  garam,",1,12627,"kelapa, lemon",5
Balado udang tahu,"udang, , q beli rbu,  balado yg sudah jadi,  giling beli rbu, tahu putih rbu,  gula garam,  penyedap rasa,  air,",8,12628,tahu,8
Tumis kentang tempe udang pete,"ons udang,  kentang,  papan tempe, pete, bawang bombai, cabe hijau, cabe merah, bawang merah, bawang putih, merica bubuk, garam, gula,",1,12629,"kentang, tempe, bawang merah, bawang putih",8
Udang bakar gurih asin mantap,"udang jumbo bersihin jgn kupas ya,   bawang merah,   bawang putih,   kemiri,  cabai atau sesuai selera, garam, merica,  botol kecil saus tiram,  sendok kecap manis, penyedap rasa, mentega, arang utk bakar,",4,12630,"cabai, bawang merah, bawang putih",9
Siomay goreng udang,"udang,   sagutapioka, kulit lumpia,  btr telur, daun bawang,  tetes saos tiram, garam, merica bubuk, royco,",1,12631,"telur, daun bawang",7
Udang masak merah simple,"udang ukuran besar,  minyak goreng,  gula garam,   kecap manis , merica bubuk, penyedap rasa,  halus ,   bawang putih,   bawang merah,  biji cabe merah,  biji cabe rawit,   tomat ukuran sedang,",10,12632,"tomat, bawang merah, bawang putih",9
Pentol Tekwan ikan udang,"ikan tenggiri giling,   udang giling,   sagu tani,  btr telur ,   air es,   garam, sesuai selera penyedap,",13,12633,telur,6
Tumis nanas udang pete pedas,"bj nenas yg stngh mateng,  udang yg sedang besarx,  papan pete,   tempe  kotak,  eleg,  bj cabe kering merah,  bj cabe kriting,  bj bawang merah,  bj bawang putih,  bj kemiri,   jahe, laos geprek, daun jeruk dkt,   santan kental,",4,12634,"jeruk, tempe, bawang merah, bawang putih, jahe",9
