Title,Ingredients,Loves,food_id,tipe,not include
Ayam Suwir Bumbu Bali,"dada ayam,   daun salam,   sereh,   daun jeruk,  cm lengkuas,  halus ,   bawang merah,   bawang putih,   asam jawa,    kunyit,    kencur,   merica,   garam,   gula merah,  biji cabe rawit,  biji cabe merah keriting ,   terasi matang,   santan kani  air ,",12,842,"lengkuas, jeruk, dada ayam, bawang merah, bawang putih",13
Oat chicken nugget,"ayam fillet dada,   oatmeal instan ,   tepung roti ,   telur,   bawang putih,   kaldu jamur,  garam dan merica,   daun bawang dan seledri,",7,843,"telur, daun bawang, bawang putih",5
Tongseng Ayam,"gulai ayam ,  ayam,   dadukecilkecil,   bawang merah,   bawang putih,   jahe,   kunyit,   kemiri, sedikit merica, lengkuas, serai, daun salam, daun jeruk, garam, gula,   santan kara,  tambahan tongseng ,  kubis,   tomat, merica bubuk, kecap,",6,844,"lengkuas, jeruk, tomat, ubi, bawang merah, bawang putih, jahe",14
Capcay kuah ayam telur pedas,"ayam filletdada ayam,  telur ayam, bakso, sosis,  bunga kol ukuran kecil,  wortel,  jagung putri, sawi hijau,  halus,  bawang putih,  kemiri, merica ,  tabur, garam, gula pasir, micinpenyedap, saus tomat, saus sambal, air,",3,845,"telur, dada ayam, tomat, kol, wortel, bawang putih, jagung",12
Soto Ayam,",  ayam ,  cuci bersih,   bihun jagung, kol,   tipistipis,   telur,  rebus,   daun jeruk,   daun salam,   lengkuas,   serai,  memarkan,  jeruk nipis, daun bawang,  cincang halus, daun seledri,  cincang halus, garam, penyedap, minyak goreng,  air,  halus ,   kunyit,  bakar sampai layu,   merica,  sangrai,  bawang putih,  bawang merah,   jahe,  memarkan,   serai,  memarkan,   daun jeruk,  sambal ,   cabai rawit merah,",9,846,"lengkuas, telur, cabai, jeruk, daun bawang, kol, bawang merah, bawang putih, jagung, jahe",24
Ayam Kecap Manis,"paha ayam,   dada ayam,  halus ,   bawang merah,   bawang putih,   kemiri,   lada,   ketumbar,   garam,   kunyit,  rusa jahe, pelengkap , jeruk limau , daun salam, lengkuas, sereh ,  gula merah,  gula pasir,  kecap manis,  penyedap rasa,  air,",7,847,"lengkuas, paha ayam, jeruk, dada ayam, bawang merah, bawang putih, jahe",14
Asem-Asem Sayap ayam,"porsi,  sayap ayam  dada,  bawang merah,  bawang putih,  cabe merah kriting,  cabe rawit,   tomat,  daun salam,   lengkuas, garam,  gula,  kecap, air, penyedap rasa ayam, minyak sayur, sayuran,   buncis,   wortel, bawang goreng bawang merah,  bawang putih,",7,848,"lengkuas, sayap ayam, tomat, bawang merah, wortel, bawang putih",12
Ayam goreng mentega x bawang bombay,"ayam broiler ,   bawang bombay ,  sendok makan garam, ,  sendok makan merica bubuk,   jeruk nipis,  sendok makan tepung terigu, minyak goreng,  sachet saori saus mentega ,",7,849,"jeruk, bawang bombay",7
Ayam suwir bakso sambal terasi,"ayam,   bakso,  halus,   cabe merah besar,   cabe rawit,   bawang merah,   bawang putih,   tomat,   terasi,   kecap, garam, gula, lada bubuk, minyak goreng,",6,850,"tomat, bawang merah, bawang putih",11
Steak ayam,"ayam dada fillet, tepung serbaguna, garam, merica, air celupan,  saus,   bawang putih,  ukuran kecil bawang bombay,   saus tiram,   saus jamur,   kecap asin, tomat  ,   gula,   merica,   air, maizena  ,",24,851,"tomat, bawang bombay, bawang putih",13
Ayam Kremes Keju bukan ayam goreng tepung! (menu diet) low carb,"dada ayam fillet tp kalo msh ada tulang begini di ungkep dulu sebentar,   telur,  blok keju prochiz gold,  bawang putih,  lada,  royco,  minyak untuk menggoreng,",11,852,"telur, dada ayam, bawang putih",4
Chicken Spicy Wing simple,"chicken wing,   tepung beras,  lada,  garam,  saus ,   bawang putih uk besar,   saus tomat,   saus sambal,   kecap manis,   saus tiram,  minyak goreng,  air,",10,853,"tomat, bawang putih",10
Bubur ayam ekspres,"nasi,  air,   dada ayam,  ayam,   bawang merah,   bawang putih,   kemiri sangrai,  cm kunir, merica, laos geprek, serai geprek, daun salam, jahe geprek, ketumbar, kaldu bubuk, garam, gula, sedikit santan cair, sedikit minyak goreng, pelengkap, kerupuk, sambal kecap, kacang kedelai goreng, irisan seledri, irisan bawang daun, bawang goreng,",3,854,"kacang kedelai, dada ayam, bawang merah, bawang putih, jahe",21
Dengkul ayam kecap,"dengkul ayam,   bawang bombai,   bawang merah,   bawang putih,  cabai hijau besar  isi, ,   kecap,   merica bubuk,   gula,   garam,",4,855,"cabai, bawang merah, bawang putih",7
Ayam suwir kecap,"dada ayam,    ayam goreng instan,   bawang merah, ,   bawang putih,   ketumbar halus, laos geprek,  kecap manis,   daun salam,  blok kaldu ayam knorr  bubuk kaldu lainnya, garam, gula pasir, sedikit air,  kacang polong,   mentega untuk menumis,",3,856,"dada ayam, kacang polong, bawang merah, bawang putih",11
Ayam suwir bumbu bali,"dada ayam filet,  rebus,  suwir,    inti a kokita ,   bubuk kunyit,   bubuk kencur,   serai,  ,  geprek,  daun jeruk,  sobek,   air asam jawa,   santan cair,  gula garam,  minyak goreng,",1,857,"jeruk, dada ayam",13
Ayam panggang bumbu rujak,"ayam,  dicuci bersih  menjadi bagian atau sesuai,   santan dari sebutir kelapa,  sendok makan air asam jawa,  caranya asam jawa dicampur dengan,   daun jeruk,   daun salam,  sendok teh garam,  bisa ditambahkan sesuai dengan selera, gula merah jawa,  sisir tipis kurang lebih sendok teh,   serai,  ambil bagian  putihnya dan memarkan,  sendok makan minyak goreng untuk menumis,  ayam  rujak spesial,   bawang putih,  untuk mendapatkan masakan yang lebih harum,   bawang merah,  pilih yang bagus dan besar,   cabai merah,   kemiri,  sangrai,  cm jahe,   cabe merah keriting,  bisa ditambah atau dikurangi sesuai,",1,858,"cabai, jeruk, bawang merah, bawang putih, jahe, kelapa",19
Bakso ayam kenyal simple,"ayam giling,   bawang putih,   bawang merah goreng,  putih telur,   lada hitam,   kaldu ayam instan,  blok es batu,  hancurkan,   tepung tapioka,  air untuk merebus bakso,",0,859,"telur, bawang merah, bawang putih",7
Ayam Teriyaki,"ayam fillet,   bawang putih,   margarin,  garam,  penyedap rasa jamur,  air ,   bawang bombay,  saus teriyaki,  lada bubuk,   tepung maizena ,   wortel,   kol,  mayonais,  wijen,",6,860,"bawang bombay, kol, wortel, bawang putih",10
Nugget Ayam&Saos Tomat Homemade,"ayam fillet, cincang kasar,   telur ayam,   tofu, cincang halus,  wortel parut,   bawang putih,   tepung maizena, seledri ,  cincang halus,  keju parut,  garam, coating ,   telur ayam, kocok lepas,  bread crumbs, saos tomat,   tomat merah, cincang halus,  air,  garam,",47,861,"telur, tomat, wortel, bawang putih",15
Ayam geprek,"ayam, ,   racik ayam goreng, tepung  kentucky,  tempe, racik tempe, sambal, sesuai selera cabe rawit, bawang putih,  garam, gula, minyak panas, lalapan , timun, kemangi,",4,862,"tempe, bawang putih",12
45.Lemper ayam,"beras ketan,   santan ,  garam,  lb daun salam,   sereh, isian,  bagian dada ayam,   santan,  halus,   ketumbar,  biji kemiri,   bawang putih,   bawang merah,  lb daun salam,   sereh,  cm lengkuas geprek,   gula pasir,   asam jawa,  garam,",4,863,"lengkuas, dada ayam, bawang merah, bawang putih",15
Ayam Telur Asin Pedas,"dada ayam,  ,   telur asin,  bawang bombay,   daun bawang,   bawang putih,   tepung , margarin, air, bon cabe, susu cair, daun jeruk, cabe besar di  tipis,",5,864,"telur, jeruk, dada ayam, bawang bombay, daun bawang, bawang putih",7
Camcrung ayam merah khas aceh,"ayam merah, kelapa gongseng ,  halus,   bawang merah,   bawang putih,  lada lada bubuk, jahe,   cabe merah,   ketumbar,  inci kunyit,   jintan kasar dan jintan halus,   bawang merah dirajang,   bunga lawang,",6,865,"bawang merah, bawang putih, jahe, kelapa",8
Bubur Ayam sederhana,"centong nasi,  lt air,   kaldu ayamsapi,   bawang putih bubuk, garam, sejumput merica bubuk, sejumput gula pasir,  buncis , pelengkap , bawang merah goreng, ayam goreng disuwir², abon,",7,866,"sapi, bawang merah, bawang putih",9
Kalio ayam kenangan,"ayam, potong², cuci, lumuri air jeruk nipis mnt, cuci kmbali,  lmbr daun kunyit, simpulkan,  lmbr daun salam,  lmbr daun jeruk,  btng serai, geprek,  garam  kaldu bubuk,  santan kental ,   halus ,   cabe merah besar,  cabe rawit ,   bawang merah,   bawang putih,  btr kemiri sangrai,    lengkuas,    jahe,  cm kunyit,   ketumbar sangrai,",82,867,"lengkuas, jeruk, bawang merah, bawang putih, jahe",17
Kari kuning Ayam & kentang,"kemiri bubuk,   ketumbar bubuk,   garam,   gula pasir putih,   merica putih bubuk,   pekak,   daun salam,   daun pandan,   cabe rawit merah,  kotak kecil santan merek kara,   bawang putih,   bawang merah,   kapulaga,   kayu manis,   daun jeruk, air ,   ayam kampung,  kentang  agak kecil,",5,868,"jeruk, kentang, bawang merah, bawang putih",14
Ayam goreng lado mudo 🐓,"ayam,   daun salam,  tangkai serai memarkan,  cm lengkuas memarkan,   air,  halus ,   bawang merah,   bawang putih,   ketumbar,  cm jahe,    garam,   kemiri,  lado ,   cabe hijau,   bawang merah,   bawang putih,   garam,   minyak,",6,869,"lengkuas, bawang merah, bawang putih, jahe",12
Ayam santan cabe ijo,"sayap ayam ,  tempe ,   santan ,   buncis,   cabe rawit,   cabe merah keriting,   cabe ijo besar,   bawang merah,   bawang putih, ,  kemiri,  garam,  kaldu bubuk, sedikit gula,  minyak sayur,  air,",4,870,"tempe, sayap ayam, bawang merah, bawang putih",12
Tulang ayam rica wangi,"tulang ayam bagian punggung,   kecil , ,   bawang putih,   bawang merah,   kunyit,  jahe,  laos,   daun jeruk,   daun bawang,  cabe rawit  cabe gendot ,   serai,   garam dan penyedap,   gula,   air,   minyak sayur,",50,871,"jeruk, daun bawang, bawang merah, bawang putih, jahe",11
Roti Goreng Isi Ragout Ayam,"roti tawar,   telur kocok lepas,  bread crumb,  ragout,   margarinebutter,   bombay kecil,  cincang halus,   bawang putih,  cincang halus,    ayam giling,   wortel,   dadu kecil,   kentang,   dadu kecil,   daun bawang,   halus,   terigu,   susu cair,   lada bubuk,   pala,  parut, ,  gula,  garam,  kaldu bubuk,",130,872,"telur, kentang, daun bawang, wortel, bawang putih",20
Buncis ayam,"ayam dicincang,   buncis, jamur kuping, bawang putih geprek, garam, gula, saori, merica,",6,873,bawang putih,7
Ayam Coca Cola,"ayam,   coca cola,  garam, secucukupnya lada putih,   cabai rawit,   bawang bombay,   bawang merah,   bawang putih,   kecap manis,   saos tiram,",3,874,"cabai, bawang bombay, bawang merah, bawang putih",6
Rebusan Ayam Cola,"ayam,   coca cola,  pcs kentang uk sedang,  pcs wortel uk sedang,   daun bawang,  pcs bawang bombay uk sedang,   bawang putih uk besar,  pcs  sesuai selera cabe rawit merah,   macaroni elbow,   air matang, ,   shoyu soy sauce ,   minyak goreng,   minyak wijen,   lada bubuk,  biji wijen,",0,875,"kentang, bawang bombay, daun bawang, wortel, bawang putih",11
Semur ayam tahu,"ayam,  biji tahu goreng,   bawang putih,   bawang merah,   kemiri,   lada,   garam,  gula putih,   tomat,   daun salam,  daun jeruk,   sereh,    lengkuas, jahe,   air,   kecap,  sendok sayur minyak,",14,876,"lengkuas, jeruk, tomat, bawang merah, bawang putih, tahu, jahe",10
Ayam Goreng Sambal Penyet Ala Kadar,"ayam  sesuai selera,   racik ayam goreng,  sambal,   bawang putih,   bawang merah,   cabe rawit,   cabe merah besar,  garam,   minyak goreng,",6,877,"bawang merah, bawang putih",7
Jamur shiitake ayam dan kembang kol,"bgkus jamur shiitake,   ayam ukuran besar,  kembang kol, minyak goreng, gula garam dan penyedap, asam jawa,   saos tiram,   saos sambal,  ,  bawang putih,  bawang merah,  cm jahe,  btang daun bawang,  cabe merah,  cabe hijau,   tomat,",6,878,"kembang kol, tomat, daun bawang, kol, bawang merah, bawang putih, jahe",10
Ayam kecap bumbu ulek,"ayam,  kecap,  gula pasir,  masako rasa ayam,  garam, lada bubukcabe, bawang merah di  tipis,  kayu manis, minyak untuk menumis,  ulek, bawang putih, kemiri, sedikit jahe, sedikit kunyit,",6,879,"bawang merah, bawang putih, jahe",11
Sempol ayam,"kornet ayam,   terigu,   tapioka,   telur,   bawang putih,  garam,  lada bubuk,  masako, ,  gls air untuk merebus ,",8,880,"telur, bawang putih",8
Chicken nugget,"ayam fillet,   wortel,   air,   telur,   bawang putih bubuk,  garam dan merica,   tepung tapioka,   tepung terigu,  celupan,  sendok tepung terigu,  sendok air,  tepung roti,",10,881,"telur, wortel, bawang putih",9
Ayam fillet saus tiram,"dada ayam fillet,   bawang bombay,   bawang putih,   cabe merah,   cabe rawit, saos tiram, saos sambel, penyedap rasa,",4,882,"dada ayam, bawang bombay, bawang putih",5
Chicken egg roll,"adonan isi ,   fillet paha ayam di   kecil,   knorr ayam,   saus tiram,   sagu tani,   maizena,   lada,   minyak wijen ,   telur,  air, adonan kulit ,   telur,   terigu,   maizena,   knorr, alumunium foil secukup nya ,",6,883,"paha ayam, telur",13
Chicken Yakitori,"fillet ayam,  kotak,   daun bawang,  kira cm, tusuk sate , saus yakitori,   mirin,   sake,   shoyu,   air,   gula palem,",30,884,daun bawang,10
Steak chicken japanese,"ayam fillet bagian dada,   batter,  lada, garam,  saus,   kecap asin,   air bersih,   gula pasir,",13,885,0,8
Ayam sambal matah kecap,"ayam,  uleg, garam, kunyit, ketumbar,  ,  cabe rawit,  bawang merah, pelengkap, kecap mmanis,   kecap asin, garam, kaldu bubuk, minyak goreng,",10,886,bawang merah,13
Soto ayam ala ala,"ayam dadadi bumbuin  digoreng,  sebagian di cincang dijadi,  jadi soto, seledri, bawang pre,  biji cabe rawit,   tomat,  telur rebus, sere, daun jeruk, bawang merah goreng, jeruk nipis , garam, penyedap rasa, kripik kentang bikin sendiri,",6,887,"telur, jeruk, kentang, tomat, bawang merah",9
Spaghetti Cream Cheese with Chicken Broccoli,"spaghetti,    ayam filet,   kecilkecil,   brokoli,   susu cair full cream,   keju cedar,   bawang putih,  cincang lembut,   bawang bombay,   dadi,   air lemon,  gula dan lada,   air,",4,888,"bawang bombay, kol, bawang putih, brokoli, lemon",9
Rendang Ayam,"ayam , kecap, santan ,   serai,    jahe,    lengkuas,    kunyit,   bawang merah,   bawang putih,  cabai rawit ,  merica,  garam,  penyedap rasa,   daun salam,   daun jeruk,   gula,",2,889,"lengkuas, cabai, jeruk, bawang merah, bawang putih, jahe",10
Ayam Rica-rica pedasnya poollll,"ayam,   daun jeruk, lengkuas   , jahe   ,   jeruk nipis,  biji cabe merah,  biji cabe rawit,   ladaku, royco ,  garam,   gula pasir,   kemiri,   bawang merah, serai , daun bawang, serai  ambil bagian putihnya saja,",7,890,"lengkuas, jeruk, daun bawang, bawang merah, jahe",10
Ayam saus mentega super simpel," ayam krispi ,  dada ayam,   tepung terigu,   tepung kanji ,   bawang putih,  lada dan garam,  saus ,   bawang putih,   bawang merah,  bngks saori saus mentega,   saus tomat,   saus cabai,  air,",4,891,"cabai, dada ayam, tomat, bawang merah, bawang putih",7
Siomay Ayam no MSG,"g fillet ayam,  haluskan ,   telur ayam,  kocok lepas,   bawang prei,   tipis,   wortel,  serut kasar,   tepung tapiokakanji,   tepung terigu serbaguna,   garam,   gula pasir,   minyak wijen,  merica bubuk,  kulit lumpia,  saya beli jadi,  air,",9,892,"telur, wortel",15
Chicken breast salad with toast,"dada ayam fillet,    ayam lumur,   oregano,   lettuce,  sobek,   tomat,   dadu  biji,   mentimun,   tipis,   wortel,  serut halus,    nanas,   dadu,   roti gandum,   segitiga,  unsalted butter, dressing ,   extra virgin olive oil,   cuka apel,   madu,   air jeruk nipislemon,   garam,   merica bubuk,   bawang putih cincang,",9,893,"jeruk, apel, dada ayam, tomat, mentimun, nanas, wortel, bawang putih, lemon",16
Chicken Bibimbap,"nasi,   bayam,  bonggol jagung,  genggam tauge,  genggam jamur kuping,   wortel,  dada ayam , saos gochujang, bawang bombay, saos teriyaki, biji wijen, telur ayam,",1,894,"telur, dada ayam, bawang bombay, wortel, bayam, jagung, tauge",5
Tumis Rebung Ayam,"rebung yg sudah direbus,   ayam fillet,   bawang bombay,   bawang merah,   bawang putih,   lada bubuk, kecap asin secukupya,  kecap manis,  gula,  garam,  penyedap rasa ayam,",5,895,"bawang bombay, bawang merah, bawang putih",8
Ayam goreng tepung saos petis sederhana,"dada ayam, ,   bawang merah,   bawang putih,   cabe besar, sedikit kencur, sedikit terasi,   air putih,   gula merah,   petis, tepung bakwan sasa,  garam,",3,896,"dada ayam, bawang merah, bawang putih",9
Ayam bakar sederhana & Urap2 Sayur,"ayam bakar sederhana,   ayam,  ,  cuci bersih,  ayam bakar ,   bawang merah,   bawang putih,   tomat,  biji cabe merah keriting,  garam,  gula,  kecap,  sambal,  biji cabau rawit,  rebus,   terasi, urap sayur, selada air ,  siangi,  rebus sampai matang, taoge,  siangi,  rebus sebentar,   kelapa muda parut,  urap ,   bawang putih,  cabe rawit,  cabe merah,    kencur,   terasi, garam,  gula,",32,897,"selada, tomat, bawang merah, bawang putih, kelapa",26
Mie ayam mantap,"ayam ,   mie uray merah,   sosin,   sawi putih,  halus untuk ungkep ayam ,  kemiri,   bawang putih,   bawang merah, kecap manis,  cm kunyit,  cm jahe,  lmbar daun salam,   serai,   ketumbar, sejumput ladaku, kaldu rebusan ayam, garam gula,  kalo ada bawang daun yg batangnya,  kuah , kecap, saos, kecap asin, cabai ulek yg di rebus dlu,",10,898,"cabai, sawi putih, bawang merah, bawang putih, jahe",18
Kulit ayam krispi anti gagal,"kulit ayam yang sudah dibersihkan dan dipotong sesuai selera,   basah,   tepung terigu,  lada,  royco rasa ayam,  air dingin,   kering,   tepung terigu,  royco rasa ayam, minyak untuk menggoreng,",15,899,0,10
Ayam saus teriyaki,"bawang bombay,   bawang putih cincang,   jahe parut,   saus teriyaki ,   saus tiram,   kecap manis, blueband, fillet dada ayam, tepung maizena sckpnya,",3,900,"dada ayam, bawang bombay, bawang putih, jahe",5
Ayam tongseng,"ayam ,  kembang kol putih,   cabe ijo besar ,   cabe rawit ,   ketumbar,   lada putih,   kemiri,   bawang merah,   bawang putih,   cabe merah keriting,   serai , santan kelapa cc krg lbh,  air, minyak goreng  utk menumis,   kecap asin,   kecap manis, garam,  gula,  masako rasa ayam,",1,901,"kembang kol, kol, bawang merah, bawang putih, kelapa",15
Ayam tepung saos asam manis,"dada ayam fillet ,   tepung crispy ,  bombai ,   bawang putih , saos tomat  saos sambal, rajarasa, gula garam, merica,  penyedap rasa, jeruk nipis ,  air,",7,902,"jeruk, dada ayam, tomat, bawang putih",7
Italian Chicken Wings (Sayap Ayam Bumbu Italia),"sayap ayam ,   brokoli,  genggam kentang siap goreng ,  italian,   saus sambal,   kecap asin,   saus tiram,   kecap manis,   olive oil,   oregano,   madu,   paprika powder,   bawang putih cincang halus,   air lemon,  garam,  lada putihlada hitam,  gula,  saus, gunakan sisa  rendaman untuk membuat saus,   unsalted butter,   kaldu ayam,  gula,  garam,  lada putihlada hitam,",24,903,"kentang, paprika, sayap ayam, kol, bawang putih, brokoli, lemon",18
Ayam Balado Cabe ijo,"paha ayam,   cabe ijo besar,  cabe rawit,   bawang putih,   bawang merah,  garam,  gula pasir, lengkuas, daun salam, serai,  air,",7,904,"lengkuas, paha ayam, bawang merah, bawang putih",7
Ayam lodho pedas,"ayam ,   kelapa santan,  ambil sarinya,   sereh,  geprek,   jahe,  geprek,   lengkuas,  geprek,   daun jeruk,   daun salam,  garam,  kaldu bubuk,  halus ,   bawang putih,   ketumbar,   kunyit bakar,  halus ,   ketumbar,   kencur,   bawang putih,   bawang merah,   cabe rawit,   cabe besar,   kunyit bakar,   kemiri,",4,905,"lengkuas, jeruk, bawang merah, bawang putih, jahe, kelapa",19
Ayam geprek 🍗🌶🌶,"fillet dada ayam, bawang putih haluskan, lada bubuk, garam, tepung terigu, baking powder, masako,  sambal,  bawang merah,  bawang putih,  cabe rawit merah, gula, garam,   minyak goreng panas,",8,906,"dada ayam, bawang merah, bawang putih",10
Sempol Ayam,"paha ayam,   telur ayam,   air, ,   tepung tapioka,   tepung terigu ,   bawang putih,   ketumbar, kaldu bubuk,  garam,  daun bawang sledri,",7,907,"paha ayam, telur, daun bawang, bawang putih",7
Sop Ayam Bening,"ayam ,   lobak uk besar,   brokoli uk besar,   wortel uk besar,   bawang putih geprek,   bawang merah  goreng,   tomat, sedikit jahe,  air,  gula,  garam,  penyedap rasa,",4,908,"lobak, tomat, kol, bawang merah, wortel, bawang putih, brokoli, jahe",5
Soto ayam + ceker,"dada ayam utuh,   ceker ayam ,   serai ,   daun salam ,   daun jeruk ,   lengkuas ,   jahe ,   air,   garam,   gula,   royco ayam,   toge,   kol,   bihun,   daun bawang,   tomat,  yang dihaluskan,   bawang putih,   bawang merah,   kunyit,   lada,   ketumbar,   kemiri,  tambahan , bawang goreng, sambel, jeruk nipis,",7,909,"lengkuas, jeruk, ceker ayam, dada ayam, tomat, daun bawang, kol, bawang merah, bawang putih, jahe",16
Sup Ayam Sosis Jagung Juara👌🏻 mudah dan nikmat,"wortel besar,   daun bawang,   kentang ukuran sedang,   seledri,   dada ayam,   sosis,   bawang putih,  sachet masako ayam ,  lada,  garam,  dan gula,   kol,   jagung ,   buncis,  mentega,",3,910,"kentang, dada ayam, daun bawang, kol, wortel, bawang putih, jagung",8
Nugget ayam anti rontok,"dada ayam fillet,   wortel parut,   keju cedar parut,   bawang merah,   bawang putih,   lada bubuk,    tabur rasa bbq,   baking powder,   tepung terigu,   telur, gula dan garam, pelapis,   tepung kanji,  air,  putih telur,   tepung panir blender halus,",8,911,"telur, dada ayam, bawang merah, wortel, bawang putih",10
Kare Ceker dan Kepala Ayam,"bahanbahan,   ceker dan kepala ayam,   lengkuas,  memarkan,   sereh,  memarkan,  cc santan,   daun jeruk purut, tahu putih isi  kotak goreng setengh matang,  garam,  gula,   minyak untuk menumis, bawang merah goreng,  halus,  sendok teh ketumbar,  cm jahe,  cm kunyit,   bawang putih,   kemiri,   cabe merah,   bawang merah,",7,912,"lengkuas, jeruk, bawang merah, bawang putih, tahu, jahe",14
Ayam rica joss gandoss,"ayam di  kecil ,  bawang merah ,  bawang putih , sepucuk mericak bubuk,  cabe hijau , jahe ,  lonjor daun bawang, garam,  micin,  air,",1,913,"daun bawang, bawang merah, bawang putih, jahe",6
Kari Ayam Kampung,"halus ,  biji bawang merah,  biji bawang putih,  biji kemiri,  cm kunyit,  cm jahe,   ketumbar,  jumputcubit jinten,  kasar ,  cm lengkuas geprek,   sereh geprek,   daun salam,   daun jeruk,  biji cengkih,   kayu manis,  garam,  gula pasir,  lainnya ,   ayam kampung,   santan,  pelengkap ,   tomat,   buncis,  bawang goreng, minyak untuk menumis,",9,914,"lengkuas, jeruk, tomat, ubi, bawang merah, bawang putih, jahe",18
Soto ayam,"halus ,   bawang putih,   bawang merah,   jahe,   kunyit,   kemiri sangrai,  garam,  penyedap rasa, pelengkap ,   serai,   lengkuas,  daun jeruk,  daun bawang, taburan, ayam suwir, gubis  tipis, soun, telur rebus, bawang goreng, tauge, jeruk nipis, seledri,",8,915,"lengkuas, telur, jeruk, daun bawang, ubi, bawang merah, bawang putih, jahe, tauge",12
Ayam bakar istimewa dan sambal tomat,"ayam  bgian,   kecap bango bacem ayam, kecap manis,  gula merah, penyedap rasa, untuk sambel tomat,   cabe rawit merah,   cabe merah,   tomat,",4,916,tomat,7
Ayam Kemangi,"ayam,   bawang putih,   bawang merah,   kemangi, sesuai selera cabe,   daun jeruk,   tomat,  garam,  penyedap ,",3,917,"jeruk, tomat, bawang merah, bawang putih",5
Ayam kecap,"ayam  yg sudah bersih, bawang putih, bawang merah, merica, kecap, garam,",3,918,"bawang merah, bawang putih",4
Ayam kecap,"ayam,   bawang bombay,   bawang putih,   bawang merah,   tomat, saus tiram,  sendok tepung maizena, garam, royco, gula merah, kecap,   cabai merah,   jahe,",6,919,"cabai, tomat, bawang bombay, bawang merah, bawang putih, jahe",7
Ayam cabe ijo,"ayam  bagian,   cabe ijo besar,   cabe ijo kriting,   tomat ijo,   bawang merah,   bawang putih, penyedap rasa,  gula,",4,920,"tomat, bawang merah, bawang putih",5
Dendeng ayam praktis,"dada ayam,   kelapa parut,  sachet royko ayam,   kanji, minyak utk menggoreng,  yg di haluskan,   bawang merah,   bawang putih,  cm kunyit,  cm jahe,   ketumbar bubuk,   daun jeruk,",0,921,"jeruk, dada ayam, bawang merah, bawang putih, jahe, kelapa",6
Ceker dan sayapp ayam pedes gilaa,"ceker,  sayap ayam,   bawang putih,   bawang merah,   kemiri,  biji cabe merah, cabe rawit , jahe, gula merah,  garam,  gula, kecap,",5,922,"sayap ayam, bawang merah, bawang putih, jahe",8
Ayam kemangi kecap pedas,"ayam  sedang ,   kemangi,   tomat ,   cabai rawit , kecap manis, saos pedas, saori saus tiram,   bawang bombay ,   air,  penyedap rasa, serai  cm laos ,  lmbar daun salam,  lmbar daun jeruk,  halus,   merica bubuk,   kemiri utuh,   bawang merah,   bawang putih,",8,923,"cabai, jeruk, tomat, bawang bombay, bawang merah, bawang putih",12
Kulit ayam krispi 🐣👌,"secukup nya kulit ayam,   bawang putih,   garam,   merica bubuk,   tepung terigu ,   kaldu ayam optional, minyak untuk mengoreng,",7,924,bawang putih,6
"Tumis Jantung Ayam (krecek, kentang, jagung muda)","jantung ayam,   jagung muda ukuran besar,   kentang ukuran sedang,   krecek,  biji cabai ,  bawang bombai,   gula merah,   garam,   air,   maizena,",2,925,"cabai, kentang, jagung",7
Chicken cream soup,"ayam filet,   bawang putih,   bawang bombay kecil,   wortel,   jagung manis ,   baby buncis,   susu cair putih,  garam dan lada,  keju cheddar parut,   margarin,   tepung terigu larutkan dlam air,",10,926,"bawang bombay, wortel, bawang putih, jagung",7
Opor ayam,"ayam,   kemiri,   bawang putih,  bawang merah,   kunyit, lengkuas geprek,   daun salam,   sereh,  gula,  garam, santan kelapa, daun bawang, cabe utuh,",22,927,"lengkuas, daun bawang, bawang merah, bawang putih, kelapa",8
Ayam geprek simple,"ayam fillet,  bgks tepung  serbaguna ,  btr telur ayam,   cabe rawit ,   bawang putih, sejumput garam, minyak untuk menggoreng,",36,928,"telur, bawang putih",5
Nugget Ayam Keju #ketofy,"dada ayam tanpa tulang kurleb ,  cincang kasar,  btr telur,  btr telur untuk kocokan baluran tepung,  btr putih telur ,  bgkus tofu telur,   keju parut,  sy pakai meg cheddar, kulit ayam ,   kecil sy ungkep dlu,   daun bawang,   tipis,   whipped cream,   butter,  biarkan dulu di suhu ruang,   tepung keto, kulit ayam goreng,  hancurkan agar jadi remahan,  him salt,  lada hitam bubuk,  kaldu ayam bubuk,   bawang putih cincang,   bawang bombay,  cincang kasar,",5,929,"telur, dada ayam, bawang bombay, daun bawang, bawang putih",16
Siyomai Ayam,"ayam giling,  tanpa kulit,   tepung sagu tani ,   labu siam parut,   wortel serut,  kulit pangsit,  ,   bawang putih,   garam,   kecap raja rasa, sedikit merica bubuk,   minyak wijen,  tangkai daun bawang,  kecil,",10,930,"daun bawang, labu, wortel, bawang putih, labu siam",10
"Kulit ayam crispy NO MINYAK, NO TEPUNG","kulit ayam,  sesuai selera bawah putih,  lada,  garam,   ketumbar bubuk,",2,931,0,5
Ayam Kecap Pedas Manis Cabe Hijau,"ayam ,   daun jeruk,   daun salam,   serai ,  cm jahe ,  cabai besar hijau ,  kecap manis ,  kaldu ayam bubuk,  air,  minyak untuk menumis dan menggoreng,  halus ,   cabai rawit setan,   bawang merah,   bawang putih,  garam,",79,932,"cabai, jeruk, bawang merah, bawang putih, jahe",9
Ayam geprek nampol lidah,"ayam,   tepung sajiku kecil,   bawang merah,   bawang putih, segenggam cabe,  , garam, vetsin, gula,",7,933,"bawang merah, bawang putih",7
